user_id	age	gender	occupation
0012bb5ad69a1b024811ffb2026d44d7	56	男	软件工程师
003bbcecd2c01b2dd313d626f4b9f945	46	女	人力资源
005115ea3ab2c88015c8f924f5355dd8	32	男	运营专员
007c2d879883caf4a11542590ce777e1	60	男	企业家
00ea493cc07e08f28d271ffecfbbd94b	25	男	研究员
00f359b38afa284acea44b1076993fe8	38	女	产品经理
0112c2957f1b12810e58b2215405ed5c	56	男	数据分析师
0134c3fdd60a6e83275b6fb0eb2665e4	36	男	人力资源
019f6f92cad89898e8e2d53b77024158	40	男	企业家
01bfa157e34de9219e0178c609b530d2	28	男	企业家
01c3511324c134c3094ef281e782ee02	28	女	人力资源
020c0d0cff58465826fb81711f087b6f	41	女	研究员
020d377edb7951a129e43bfe3c4e3b9e	53	女	软件工程师
023e96f06916a3357f31ecb47e1a99b7	57	男	会计师
02897b90ce629c72fc91b872cf090e7c	41	女	市场营销
02dab4da9543598944d2be4fc048489c	20	男	财务分析师
03311676244183531b4db36e6a7cc73e	39	女	UI设计师
034964d69b68fc3b8189acf223b70988	19	男	律师
034a59782d1eb8036d101db454d7361d	41	男	医生
036a62d1d128520c6169be3c4cb5bcce	61	女	技术支持
03954e33287131f67b97aab8663116dd	47	女	产品经理
039c2728a1f5b6a83f1e8d3b3db0cb8f	55	女	企业家
039e554cdb430a1c95ea0df708f8b8e5	19	男	律师
03a022d63432873bb1db071548fa6f57	38	男	企业家
03b563229a269aba30963eaf44b20618	50	女	技术支持
03c3e5b4ce118496cdaf096865dbec84	29	女	研究员
0409b0526d265a429d54b139cd24aa69	39	男	数据分析师
0444b61daffccc53aad699894e0c0ac6	61	男	人力资源
04b08e8f256ca506e55c790dc1e8cb2a	42	女	数据分析师
04b3b464761066edf0ffa6ed0fb6d868	44	男	UI设计师
04be5a48a2704ed7ca1f124137200803	59	女	市场营销
05024c890b72fa515a186058fffd89f0	45	女	医生
0505455554e30365902353db6d2f386a	33	男	医生
0580e8926dee2f8ab647ca5c381cb9ce	32	女	财务分析师
05a90b76ffb3e01d73348abc36581020	64	女	数据分析师
05c3db8e9aacf6dcf35aa1b0b0c461d8	61	男	企业家
060f4121fe31e50503077afec5634910	20	男	销售经理
061260a8b029c93df5418efed024976c	54	女	律师
062945a1928543aace055e00d011aba6	24	女	企业家
069c97ef05705f0954d948b8acbb90cb	38	男	教师
073a1e2d39aba14a44f46ca9ed450900	26	男	人力资源
076c24e96b6a6ab3f9d3fad3dcf4dbfb	56	男	教师
07f3fdb9ca0f5126e54fc74a74818f92	35	女	市场营销
07f94e6cfdb6571ffe7323b4985eb2cb	21	男	财务分析师
08100b03c5d81d2c89d5e4f5f71f6b94	42	女	财务分析师
081778b3ff7a6f48d2d74b52f662b77a	31	女	律师
0856dc5aca5bbf9077e9dd4af1ff03ea	26	女	运营专员
085e3104121e93be83ae23594ef44543	43	女	运营专员
086d3e6106c702751b9fc3b621337cdf	19	男	企业家
0879f3dfdcda6d1f4f02b2f7673c71e7	37	女	研究员
088677e11426640c1bf9c224af017305	45	女	研究员
088dd3d6805509833107cad31b65ada8	64	女	医生
088edec24789ec8c9fe980611db354a6	24	男	运营专员
089d253aa36910f9d1730b9b009b522c	61	女	数据分析师
089da935cb8c030124ee5253c4578d28	25	男	UI设计师
0927845433832dedc9a1bc636db2d8b5	64	男	销售经理
0950a56ef0c30626cef46ff1dcfa37a9	52	女	技术支持
0962155c35df346783364c466d84d2b7	31	男	律师
096dca32255b1480b056f5f4ce37f3df	34	女	技术支持
09acdf9b567b8acbcdf310fd527cd33d	53	女	自由职业者
09b5f733e5a6f0080af1584ebbe9c82b	57	女	企业家
0a26d47f55b5b4f74e6d90bc3ee8bae3	21	男	UI设计师
0a87f8a37c923076d87d5a4e4eb0ad04	19	女	教师
0aa42560bf6737d581ebd7e170bf6cfe	23	男	项目经理
0ab06f09ae3add02cbee3c33b973f34c	59	女	销售经理
0aef89795120ba368ebe98ed6d82e10f	21	女	软件工程师
0b737370353c1ce2bf3f60656ef50498	46	女	自由职业者
0b86a330ab91b43eb0aa5516a1a2f9db	35	男	自由职业者
0bad7aac725bbbb8d72ecdabfca98dec	43	男	项目经理
0bb9e652de93c5387284ae1f53fbe87f	61	男	运营专员
0bda0c07158ba1d43febe6c4090fdb52	51	女	销售经理
0c457d671773bb63dbd390af62008120	27	男	技术支持
0c46c8e27ffe02e838bc1ad68436e5d8	53	女	学生
0cd4e890718fe5c2d66d9f28e49af6ab	31	男	UI设计师
0cfe1df2c88fd5bc02d7a1ac30b2762b	48	女	项目经理
0d0e2c8b6e33983415669730ee76bf37	65	男	产品经理
0d7eb9f5c4fff8db1ef68af45c762e1f	32	男	研究员
0d9bdbce96d37d5af231a6954faaa26f	25	男	数据分析师
0dae1acd9746482fa9b80e858ffed9b4	31	女	数据分析师
0db2ff5206efa362222cf8118dfc17d7	40	男	运营专员
0ddac322234e4e3c916ad233fe58709d	57	女	企业家
0dfee276d3480fb75a30e9513aa5f3a8	38	男	市场营销
0e2813e7625b91a169aabd3d71943fd8	33	女	财务分析师
0e508905ba0578e89f33305276786d6f	62	男	项目经理
0e53182ff92b1951ab89b9ce2d848844	35	女	医生
0e9022758961ae88eaa23db0a0fbb8d7	64	女	自由职业者
0eaa95f0316e4468d8e3a2ac013dab03	41	女	UI设计师
0ee87c3b8cad15ba977e2acfdea708cf	43	男	人力资源
0f37ee1538711f3c8cedd007800f9ff6	42	男	教师
0f3e88fe6b97b9107985e643e47c52c4	62	男	研究员
0f67081ec5ce47b5fd4954331fe7c411	58	男	研究员
0fb9e2504bdb96d140cb7ac22bb71ce5	46	男	软件工程师
0fd4161f2751d2aaad67eb5cdab9da3a	32	男	产品经理
0fd55a7b6b4ede967da7edc2d45cc061	62	男	数据分析师
100d14f72fac8c25510802b3e382a18a	18	男	教师
101a480d635b37eb02fc4bf3ee4c14df	42	男	自由职业者
102b0d16182b5187091f9214a1c9e52e	24	男	市场营销
103a2d7ba03cd171b372f3b9488a76a4	26	女	财务分析师
107f8158ff94808499d9001ed613485b	41	男	研究员
10bb6489e96983a17ca66ab3f5c74909	18	女	人力资源
10d6e51451368185be043e438e97adb3	61	女	会计师
11085f11e495717e7d50ee1b03682e7c	25	男	UI设计师
113a3cb1caefe1d9f1cc13a75c485124	41	男	会计师
115b8c013c388f8ac75a64e98861e0c4	28	女	会计师
118c6e20a10f9711a159fd515c4f059b	34	女	咨询顾问
1193bbdc84f7b2573c6956aa4e166083	25	男	UI设计师
119c059a071f27259281dadcef23470a	52	男	律师
11b72950cde4d4e14c287a2899ddca97	52	女	UI设计师
120ffed09a493d412243c3d1886e7988	50	男	财务分析师
123cd01d94eff41dbe54a30f0e398bca	22	男	企业家
12503e248b357d0cb36d2bab146a6450	59	女	运营专员
12594ce16c52647d8e586fd78eeed666	56	女	销售经理
1268e92833bc5f3dd5b70dec8dcc5939	58	女	咨询顾问
12891ec9693d799716eeb8828fe9cded	45	男	数据分析师
12a268228ea553dd2c39be4dc074af5d	24	女	企业家
12b1a35541a365aaae16e664aad7b553	26	男	产品经理
12f03d03094bbbf08dd0b4a37c824d24	25	男	数据分析师
12f2f6e60d216ef21457577506941cde	29	男	销售经理
13016d22adec2869a3e99e9056b7e5ca	51	女	学生
133231b4ad178ddf25730052112c3b32	50	女	财务分析师
13bfada81dadfd8c3687fe29b3d3003a	65	女	产品经理
13cd1da8ebeb3e70a674348c004fa786	40	男	律师
13d6dab18dcf0d3dfbecfa4e1f8037d9	41	男	律师
148684984df0fe1e2b391efdac7cf7e0	54	女	咨询顾问
14da581515b58355ebb6620ecaf1778d	52	女	会计师
14ea3fbca994097ca81d4ac4466f7e17	61	女	运营专员
14eddb2edda55e186928a23c0c8509c4	57	男	项目经理
14fc18e20e056a0bc438f1f1d932320e	39	男	产品经理
1529497a6c1ef3434d3bd7b7bfd07b3c	44	男	教师
1541cf907d7154765f0ea49af7a2f316	52	男	产品经理
15a4add5155ce75d4ffe334ddde1a6dd	18	女	自由职业者
15a82f7274b7f805ad64073e2f5f55ab	52	男	产品经理
166a900c4c535842f71b225ab82f0c00	54	男	销售经理
169e9602a3aa35b34fe3b708f2ad8246	64	男	技术支持
16b047eb3ce141697494737e51e429b6	31	男	人力资源
17038dc650070cda85c80599d94bf8b1	20	女	UI设计师
1780701c6aaf3011f069940634870b07	18	男	研究员
17807a49c0b599748aed11a4c1c71658	22	男	技术支持
179d11c4e8f44deb4a08cc8fade31e4e	43	男	会计师
17b83044b9060d58292d6fb03d90860a	31	女	市场营销
17e99b2d7ddd9ececc930f40da716f92	56	男	教师
188753def80f7eeb5b3a12b512192341	44	男	市场营销
18d8847969ad361c83d9c1d692b39c04	26	女	运营专员
19190a4276a8c3971227c7aef87b0ba5	32	女	咨询顾问
19a36e35cb51b23497e3fde9ef49debf	32	女	数据分析师
19af9f063af976890fd1be515da58dbe	43	男	咨询顾问
19cb27228fe7ab719722f07b7ca6dda2	59	男	数据分析师
19d50b47247b6af0258eba8b75ef5cef	30	男	自由职业者
19e54e50c2942d5a8fc8b05b025535f5	49	女	运营专员
19e64a300c26cec3cc8d83bb591d36d8	56	女	数据分析师
1a0743413c19cc3330ca1f1a16c8bc8d	49	男	医生
1a0de0d360c5b67ba9f6bdc0e7cca244	21	女	销售经理
1a31f24fb635bcdf322718f0b31aea40	47	女	企业家
1a471c4a14c34caa2d8d5543913f0a50	54	女	技术支持
1add18359eaf0e2e1b5d1b8c26b83ea2	40	男	企业家
1ae17fc676991109a6944093fb338f2f	56	女	UI设计师
1b63f53a2da07cf81ceab5d92a12aea7	62	男	市场营销
1b67612bf1049c86f3fb802919065aa4	32	男	UI设计师
1b8e0cea349cd2cd76b4b15c58ec7696	60	男	市场营销
1bf2acda18860649b9497c91ebf4354e	46	女	技术支持
1bfb24901681d1828e2fe9e1b9296fa9	53	男	教师
1c2fa631a39a477a91ad4406fa38c341	30	男	市场营销
1c366b222c33b578393d734f974160c2	49	女	市场营销
1c54fcaeedffc19178fd0ee0d0900411	24	男	数据分析师
1c99cdea8c6902bbbf6ec365054f9a1b	39	女	市场营销
1ccd0a5dc5a148b013bd531ab0e3a5cc	45	男	软件工程师
1d1eb6b603a3790de800e580a27c017d	19	女	运营专员
1d21308dd99e4bdcbbe24a640b5504f1	59	女	销售经理
1d25565e51645257ef091fb59ec758a2	62	女	企业家
1ddc8578fe67365ba2fec587d71a7701	23	女	企业家
1e78be7c581c4f3ba1840b92fe2ca6da	45	男	UI设计师
1ee15ace557525b7c2e3fe387fb14d45	45	男	运营专员
1f0d67d4eb697edc2cb4bdc1cb982854	61	男	医生
1f0d9641b0ee7e9daa92645050447a09	61	男	会计师
1f2c4b75d677aa2fd6a2cc77f7b4f914	37	男	产品经理
1fa564d50ddd6393548c8161b5ca3049	47	女	医生
1fa674e2decda88af47c38d886585f5c	28	男	医生
1fd0804fc591083fdb73a459c388e44b	45	男	人力资源
1ff06254c7345e32a8db53fb1d0f31fd	42	男	医生
20257cb248f907411e462e583b7e35ae	56	女	技术支持
203279f0baa65414f48e1866965f69a2	50	男	人力资源
20749ef7284ee72a9f1dc0fd244d7d19	18	男	销售经理
207f3e6c0f6b326efc9cb8989377ed6e	44	女	软件工程师
20efc3c84b2d85263cebcf468376ab23	30	男	教师
211c23fcb137ef63d2a7e673c54b3e37	58	女	人力资源
21371a06a09322907757b8fb07c894fc	20	女	销售经理
21434140d6721882728311f285a49935	56	男	律师
2165d179801e7e5bf730a7965cc64373	23	男	学生
2198d2492cb41a6310dc643abef32416	25	男	财务分析师
21deea65741aa20b84eb5e436293d3e7	44	女	医生
224c2fac37896143ddffb7ef4841aa83	26	女	人力资源
225f02e3c67e69499924ab2c0920d562	54	男	软件工程师
2269e232e08079ceed1f0f55aee657b4	50	男	律师
22971e5a6e28f5b8fa38d271c1122d3f	59	女	市场营销
230ce8124e7a18575decd3a50b1025de	61	男	市场营销
234119b2bf3148b29c9545221c06688e	41	女	自由职业者
23659a94d21161fd9bad6037caf0e91c	32	女	企业家
23986deefc158f75887b44048ab70f55	49	女	软件工程师
239d5901a39aa1b30b9399e00ec72e25	49	男	市场营销
23ce42d0f764d59e64a03a0b1b9aa394	41	男	研究员
23eb8215075ef701d3cf65e66a6fc5b2	58	女	产品经理
24c8cfd6191f55ae4c310308eb1d4a07	29	男	技术支持
25078f37753dae92e9455f5ecc363841	56	女	医生
250d9bbab2db6f5d2513070bf90a1621	19	女	会计师
254e90a8c6688ac1026169ebc99eb34c	20	男	律师
257e67d7e4842f0002716e9d0c7794b5	54	男	市场营销
25cdb11a316a709a76c0da4b236b732f	34	男	会计师
25db14ab195f919bc347a30ef5438fc1	19	男	自由职业者
2627123c784a9266d9a71a94cfd8e948	19	男	医生
263d817aa9a12540a732e7011181b793	45	女	数据分析师
263fab3c661e8b4dfea661f931bd26d6	40	女	技术支持
2645d2760601fc896e7dcf8e22cffd3d	54	女	UI设计师
2659bfd902ed3c6fbec639f7e2df0968	49	女	自由职业者
265c4d978064e0f471f1f3141eb29c7a	50	女	会计师
26cf7ad887ffba57189d9a2a3950760d	18	女	律师
274102f1e8fcafd83fbfdf2748d6d2ec	36	女	企业家
27445f795542409de1adb3547f08ff5c	19	男	财务分析师
2744c6eb01959b4a311411bec0dc5714	61	女	律师
2756bdd19943277caa434247c17fc9d6	43	男	技术支持
2776aa1ce42fde1b15fa9c0c14d85f4f	49	女	律师
27acd09d3456bcad93f142bebb4eddb9	23	男	项目经理
27d41902baea671fdb893961f4e61dfe	49	女	财务分析师
27f0105c9c9b12c879f69d2d05fe4199	21	女	研究员
2890b7981085b57d39ea377a5ae5d747	28	女	咨询顾问
28c6a52dbb5899846b046fe090f5887e	34	女	咨询顾问
28e6c07049fa23c8be2134404538a633	55	男	自由职业者
296421a3f7e200da7d22b7db63e658be	41	女	销售经理
298e181c0487536b4ac09880a2d860a3	22	男	项目经理
29933e5af0cf823e524d027f09ed0ca3	51	女	数据分析师
29a63d714bb45e7643adfb9145c3a963	23	男	项目经理
29d04e756d381333cee65508ee5312b8	39	男	财务分析师
29f5aeda4ff5bfe3989a815d787e98f0	28	男	软件工程师
2a1b4af9336336a475f6ffeeea68c9c0	65	男	人力资源
2a2f6d3b646006383550599a604d539c	33	女	技术支持
2a50ac989da60838cc232736b0ff9965	50	男	咨询顾问
2a5929d131138987bd60569377f4895c	26	女	研究员
2a7245435b050ad5e02cd781cae87bc8	23	男	律师
2a842bc41f49ed0da948377fe001292b	33	女	律师
2a930bba855640117700fc2577e8e08c	46	男	运营专员
2b3e9f94c24ecd0d64f5c2ca0e4a03c3	20	男	UI设计师
2b7332e1a6f5f261c387ccc6a01e4065	37	女	人力资源
2b781e01e523ac3769e7c3a35ae6be66	53	男	自由职业者
2b9e66eb71077228f0a9050f4d28c141	36	女	产品经理
2bdc618a9a8dc8bcb5cc329f84885aa1	43	男	UI设计师
2beb2be81f2a1e32f549f2c39b6fafbd	20	女	运营专员
2bfec8e6500db8388425414597bab869	36	女	自由职业者
2c2a86808f5d6bd71c14f45d68506a8e	37	女	咨询顾问
2c388b4ea80f4954ff8f0fee00964e24	49	女	企业家
2c4569f3d32c879b1c9d14ccfee86ed2	24	女	销售经理
2c64bc80c644b84925409e11f2c93001	58	女	咨询顾问
2cb8eeb28f0c8b4c1a82db8458cf0668	50	女	人力资源
2d3045401ef4c81326ac21af40325974	57	女	自由职业者
2d56ff578c03dfd4354cc08cda72e2be	56	女	人力资源
2d7387fe79f5820e2466d59a552365a6	35	女	咨询顾问
2da4ae03faa6bef710b8c2a689c8131e	57	男	项目经理
2da5fbe465025e8507bc2e4d1e3a86ee	18	男	市场营销
2dab08039fba3540c0e221b8d708fa5e	28	女	教师
2db587d8a30388531e76020120e9e5a7	45	男	运营专员
2deaf7718a45a788e55a1278e805e32c	42	男	人力资源
